,url
1084,<a href=https://www.zomato.com/bangalore/meat-and-eat-1-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU2NDk1IiwiNTY4MTkiLCI1NzQzNSIsIjU3OTIyIiwxODc1NzMyNywiMTg3MzQ4MTkiLCIxODczNjIzMiIsIjE4NzY2NTAxIiwiMTg3NDE4MzMiLCIxODc0MTkzMCIsIjE4NzQyMTA1IiwiMTg3NTQ3NzYiLCIxODc4ODgwMSIsIjE4Nzc0MzQ1IiwiMTg3NzUwOTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Meat And Eat</div></a>
1085,<a href=https://www.zomato.com/bangalore/modern-restaurant-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODAxNTk3IiwiMTg4ODg3MDkiLCI1NzMxMCIsIjE4OTM2MDI0IiwxODY4MzI1MywiMTgyMTY2ODMiLCIxODc2MTM1MSIsIjE4ODg3NjA5IiwiMTg0MDc5MTQiLCIxODc4MDU2NSIsIjU5NjkyIiwiMTg4NzE2NTUiLCI1OTM1OCIsIjUyMDM2IiwiMTg5MTAwNDAiLCIxODk0NTk3NCIsIjE4MjgwNTg1IiwiMTg2NDY2ODUiLCI1NjE1NyIsIjE4NjE1Nzk0IiwiNTkxMTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Modern Restaurant</div></a>
1086,<a href=https://www.zomato.com/bangalore/vinaya-coffee-moments-1-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjM0ODEyIiwiMTgzNTk5MTkiLCIxODU4NzkwNSIsIjE4NzA2Nzc0IiwxODIxNjY4MywiMTg4NTYwMDUiLCIxODY5MTYzMSIsIjUwMzIxIiwiMTg2NzA3OTMiLCIxODc5MTU2MSIsIjE4Nzg1Nzc1IiwiNTk2NDUiLCIxODYyODc4MCIsIjE4MzQ2MzIzIl0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Vinaya Coffee Moments</div></a>
1087,<a href=https://www.zomato.com/bangalore/burrito-boys-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjU3MzEwIiwiMTg5MzYwMjQiLCIxODY4MzI1MyIsIjE4MjE2NjgzIiwxODc2MTM1MSwiMTg4ODc2MDkiLCIxODQwNzkxNCIsIjE4NzgwNTY1IiwiNTk2OTIiLCIxODg3MTY1NSIsIjU5MzU4IiwiNTIwMzYiLCIxODkxMDA0MCIsIjE4OTQ1OTc0IiwiMTgyODA1ODUiLCIxODY0NjY4NSIsIjU2MTU3IiwiMTg2MTU3OTQiLCI1OTExNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Burrito Boys</div></a>
1088,<a href=https://www.zomato.com/bangalore/trippy-paradise-btm?context=eyJzZSI6eyJlIjpbIjE4NjgzMjUzIiwiMTgyMTY2ODMiLCIxODc2MTM1MSIsIjE4ODg3NjA5IiwxODQwNzkxNCwiMTg3ODA1NjUiLCI1OTY5MiIsIjE4ODcxNjU1IiwiNTkzNTgiLCI1MjAzNiIsIjE4OTEwMDQwIiwiMTg5NDU5NzQiLCIxODI4MDU4NSIsIjE4NjQ2Njg1IiwiNTYxNTciLCIxODYxNTc5NCIsIjU5MTE3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Trippy Paradise</div></a>
1089,<a href=https://www.zomato.com/bangalore/biryani-magic-2-btm?context=eyJzZSI6eyJlIjpbIjE4NzYxMzUxIiwiMTg4ODc2MDkiLCIxODQwNzkxNCIsIjE4NzgwNTY1Iiw1OTY5MiwiMTg4NzE2NTUiLCI1OTM1OCIsIjUyMDM2IiwiMTg5MTAwNDAiLCIxODk0NTk3NCIsIjE4MjgwNTg1IiwiMTg2NDY2ODUiLCI1NjE1NyIsIjE4NjE1Nzk0IiwiNTkxMTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Biryani Magic</div></a>
1090,<a href=https://www.zomato.com/bangalore/nagarjuna-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDA3OTE0IiwiMTg3ODA1NjUiLCI1OTY5MiIsIjE4ODcxNjU1Iiw1OTM1OCwiNTIwMzYiLCIxODkxMDA0MCIsIjE4OTQ1OTc0IiwiMTgyODA1ODUiLCIxODY0NjY4NSIsIjU2MTU3IiwiMTg2MTU3OTQiLCI1OTExNyIsIjE4NTA5MjI0IiwiMTg2NTgzOTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Nagarjuna</div></a>
1091,<a href=https://www.zomato.com/bangalore/laddoos-btm?context=eyJzZSI6eyJlIjpbIjE4NzgwNTY1IiwiNTk2OTIiLCIxODg3MTY1NSIsIjU5MzU4Iiw1MjAzNiwiMTg5MTAwNDAiLCIxODk0NTk3NCIsIjE4MjgwNTg1IiwiMTg2NDY2ODUiLCI1NjE1NyIsIjE4NjE1Nzk0IiwiNTkxMTciLCIxODUwOTIyNCIsIjE4NjU4MzkzIiwiMTg2MTE4MjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Laddoos</div></a>
1092,<a href=https://www.zomato.com/bangalore/new-prashanth-hotel-jayanagar?context=eyJzZSI6eyJlIjpbIjE3OTc4MzUyIiwiMTgzODI5MTMiLCIxODY1ODc5MSIsIjE4NzMzMTQzIiw1NDE3MSwiMTg3ODI0NjkiLCIxODg3Nzc3NSIsIjE4NTM0Njc3IiwiMTgyODA2MDAiLCI1OTA4OCIsIjE4NDQ0ODQ5IiwiNTUwOTAiLCI1NDM1MSIsIjE4ODkwODcyIiwiMTg4NTI2NzkiLCIxODQ5NDA3MCIsIjU0MzI5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>New Prashanth Hotel</div></a>
1093,<a href=https://www.zomato.com/bangalore/waffle-stories-1-btm?context=eyJzZSI6eyJlIjpbIjUyMDM2IiwiMTg5MTAwNDAiLCIxODk0NTk3NCIsIjE4MjgwNTg1IiwxODY0NjY4NSwiNTYxNTciLCIxODYxNTc5NCIsIjU5MTE3IiwiMTg1MDkyMjQiLCIxODY1ODM5MyIsIjE4NjExODI3IiwiMTg2NTk2OTciLCIxODQ1NzAxMyIsIjE4NjAyODY1IiwiMTg4NzE2MjIiLCIxODQ2NTAzNSIsIjE4NjU5MjI0IiwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Waffle Stories</div></a>
1094,<a href=https://www.zomato.com/latenight?context=eyJzZSI6eyJlIjpbIjE4OTEwMDQwIiwiMTg5NDU5NzQiLCIxODI4MDU4NSIsIjE4NjQ2Njg1Iiw1NjE1NywiMTg2MTU3OTQiLCI1OTExNyIsIjE4NTA5MjI0IiwiMTg2NTgzOTMiLCIxODYxMTgyNyIsIjE4NjU5Njk3IiwiMTg0NTcwMTMiLCIxODYwMjg2NSIsIjE4ODcxNjIyIiwiMTg0NjUwMzUiLCIxODY1OTIyNCIsIjE4ODA3Njk1IiwiMTg5MjYxNjYiLCIxODYxMzE5OSIsIjE4NDMwMjMzIiwiMTg3MDExMTMiLCIxODc3NTAxMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Late Night</div></a>
1095,<a href=https://www.zomato.com/bangalore/kettle-kegs-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODY3MTIyIiwiNTQzNTIiLCIxODYzMjk3NyIsIjE4OTY0OTU4IiwxODQzNTY1OCwiNTE0MDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Kettle & Kegs</div></a>
1096,<a href=https://www.zomato.com/bangalore/waffle-walle-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4MjgwNTg1IiwiMTg2NDY2ODUiLCI1NjE1NyIsIjE4NjE1Nzk0Iiw1OTExNywiMTg1MDkyMjQiLCIxODY1ODM5MyIsIjE4NjExODI3IiwiMTg2NTk2OTciLCIxODQ1NzAxMyIsIjE4NjAyODY1IiwiMTg4NzE2MjIiLCIxODQ2NTAzNSIsIjE4NjU5MjI0IiwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Waffle Walle</div></a>
1097,<a href=https://www.zomato.com/bangalore/dakshin-cafe-1-kumaraswamy-layout-bangalore?context=eyJzZSI6eyJlIjpbIjU3OTIyIiwiMTg3NTczMjciLCIxODczNDgxOSIsIjE4NzM2MjMyIiwxODc2NjUwMSwiMTg3NDE4MzMiLCIxODc0MTkzMCIsIjE4NzQyMTA1IiwiMTg3NTQ3NzYiLCIxODc4ODgwMSIsIjE4Nzc0MzQ1IiwiMTg3NzUwOTUiLCIxODc5MTk3NCIsIjE4ODE4NTU1IiwiMTg4MjE3MzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Dakshin Cafe</div></a>
1098,<a href=https://www.zomato.com/bangalore/shake-it-off-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjU2MTU3IiwiMTg2MTU3OTQiLCI1OTExNyIsIjE4NTA5MjI0IiwxODY1ODM5MywiMTg2MTE4MjciLCIxODY1OTY5NyIsIjE4NDU3MDEzIiwiMTg2MDI4NjUiLCIxODg3MTYyMiIsIjE4NDY1MDM1IiwiMTg2NTkyMjQiLCIxODgwNzY5NSIsIjE4OTI2MTY2IiwiMTg2MTMxOTkiLCIxODQzMDIzMyIsIjE4NzAxMTEzIiwiMTg3NzUwMTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Shake It Off</div></a>
1099,<a href=https://www.zomato.com/bangalore/bombay-kulfi-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjE1Nzk0IiwiNTkxMTciLCIxODUwOTIyNCIsIjE4NjU4MzkzIiwxODYxMTgyNywiMTg2NTk2OTciLCIxODQ1NzAxMyIsIjE4NjAyODY1IiwiMTg4NzE2MjIiLCIxODQ2NTAzNSIsIjE4NjU5MjI0IiwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Bombay Kulfi</div></a>
1100,<a href=https://www.zomato.com/bangalore/chaat-central-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjU5MTE3IiwiMTg1MDkyMjQiLCIxODY1ODM5MyIsIjE4NjExODI3IiwxODY1OTY5NywiMTg0NTcwMTMiLCIxODYwMjg2NSIsIjE4ODcxNjIyIiwiMTg0NjUwMzUiLCIxODY1OTIyNCIsIjE4ODA3Njk1IiwiMTg5MjYxNjYiLCIxODYxMzE5OSIsIjE4NDMwMjMzIiwiMTg3MDExMTMiLCIxODc3NTAxMiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Chaat Central</div></a>
1101,<a href=https://www.zomato.com/bangalore/two-friends-cauldron-2-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NTA5MjI0IiwiMTg2NTgzOTMiLCIxODYxMTgyNyIsIjE4NjU5Njk3IiwxODQ1NzAxMywiMTg2MDI4NjUiLCIxODg3MTYyMiIsIjE4NDY1MDM1IiwiMTg2NTkyMjQiLCIxODgwNzY5NSIsIjE4OTI2MTY2IiwiMTg2MTMxOTkiLCIxODQzMDIzMyIsIjE4NzAxMTEzIiwiMTg3NzUwMTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Two Friends Cauldron</div></a>
1102,<a href=https://www.zomato.com/bangalore/bun-town-btm?context=eyJzZSI6eyJlIjpbIjE4NjU4MzkzIiwiMTg2MTE4MjciLCIxODY1OTY5NyIsIjE4NDU3MDEzIiwxODYwMjg2NSwiMTg4NzE2MjIiLCIxODQ2NTAzNSIsIjE4NjU5MjI0IiwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIiwiMTg2MTA3OTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Bun Town</div></a>
1103,<a href=https://www.zomato.com/bangalore/garden-fresh-btm?context=eyJzZSI6eyJlIjpbIjE4NjU5Njk3IiwiMTg0NTcwMTMiLCIxODYwMjg2NSIsIjE4ODcxNjIyIiwxODQ2NTAzNSwiMTg2NTkyMjQiLCIxODgwNzY5NSIsIjE4OTI2MTY2IiwiMTg2MTMxOTkiLCIxODQzMDIzMyIsIjE4NzAxMTEzIiwiMTg3NzUwMTIiLCIxODYxMDc5NCIsIjE4NTUxMjkwIiwiMTgwMjIyNjUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Garden Fresh</div></a>
1104,<a href=https://www.zomato.com/bangalore/dhabeliwala-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDU3MDEzIiwiMTg2MDI4NjUiLCIxODg3MTYyMiIsIjE4NDY1MDM1IiwxODY1OTIyNCwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIiwiMTg2MTA3OTQiLCIxODU1MTI5MCIsIjE4MDIyMjY1IiwiMTg3MjkzOTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Dhabeliwala</div></a>
1105,<a href=https://www.zomato.com/bangalore/rayaans-bbq-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjAyODY1IiwiMTg4NzE2MjIiLCIxODQ2NTAzNSIsIjE4NjU5MjI0IiwxODgwNzY5NSwiMTg5MjYxNjYiLCIxODYxMzE5OSIsIjE4NDMwMjMzIiwiMTg3MDExMTMiLCIxODc3NTAxMiIsIjE4NjEwNzk0IiwiMTg1NTEyOTAiLCIxODAyMjI2NSIsIjE4NzI5Mzk0IiwiNTI0NjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Rayaan'S Bbq</div></a>
1106,<a href=https://www.zomato.com/bangalore/chaat-junction-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDY1MDM1IiwiMTg2NTkyMjQiLCIxODgwNzY5NSIsIjE4OTI2MTY2IiwxODYxMzE5OSwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIiwiMTg2MTA3OTQiLCIxODU1MTI5MCIsIjE4MDIyMjY1IiwiMTg3MjkzOTQiLCI1MjQ2MCIsIjE4Nzc5ODQxIiwiMTg1NzY4NjMiLCIxODg1NjQ4OSIsIjE4ODAxNTc3IiwiMTg4NzE2NTIiLCIxODYyMjI5OCIsIjE4ODcxNjE2IiwiMTg1MjU2ODMiLCIxODcwNDYwNCIsIjE4Nzc5MDUwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Chaat Junction</div></a>
1107,<a href=https://www.zomato.com/bangalore/asharfilal-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NjU5MjI0IiwiMTg4MDc2OTUiLCIxODkyNjE2NiIsIjE4NjEzMTk5IiwxODQzMDIzMywiMTg3MDExMTMiLCIxODc3NTAxMiIsIjE4NjEwNzk0IiwiMTg1NTEyOTAiLCIxODAyMjI2NSIsIjE4NzI5Mzk0IiwiNTI0NjAiLCIxODc3OTg0MSIsIjE4NTc2ODYzIiwiMTg4NTY0ODkiLCIxODgwMTU3NyIsIjE4ODcxNjUyIiwiMTg2MjIyOTgiLCIxODg3MTYxNiIsIjE4NTI1NjgzIiwiMTg3MDQ2MDQiLCIxODc3OTA1MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Asharfilal</div></a>
1108,<a href=https://www.zomato.com/bangalore/street-foods-by-punjab-grill-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODA3Njk1IiwiMTg5MjYxNjYiLCIxODYxMzE5OSIsIjE4NDMwMjMzIiwxODcwMTExMywiMTg3NzUwMTIiLCIxODYxMDc5NCIsIjE4NTUxMjkwIiwiMTgwMjIyNjUiLCIxODcyOTM5NCIsIjUyNDYwIiwiMTg3Nzk4NDEiLCIxODU3Njg2MyIsIjE4ODU2NDg5IiwiMTg4MDE1NzciLCIxODg3MTY1MiIsIjE4NjIyMjk4IiwiMTg4NzE2MTYiLCIxODUyNTY4MyIsIjE4NzA0NjA0IiwiMTg3NzkwNTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Street Foods By Punjab Grill</div></a>
1109,<a href=https://www.zomato.com/bangalore/tiwaris-ghee-paratha-and-chats-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTI2MTY2IiwiMTg2MTMxOTkiLCIxODQzMDIzMyIsIjE4NzAxMTEzIiwxODc3NTAxMiwiMTg2MTA3OTQiLCIxODU1MTI5MCIsIjE4MDIyMjY1IiwiMTg3MjkzOTQiLCI1MjQ2MCIsIjE4Nzc5ODQxIiwiMTg1NzY4NjMiLCIxODg1NjQ4OSIsIjE4ODAxNTc3IiwiMTg4NzE2NTIiLCIxODYyMjI5OCIsIjE4ODcxNjE2IiwiMTg1MjU2ODMiLCIxODcwNDYwNCIsIjE4Nzc5MDUwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Tiwari'S Ghee Paratha And Chats</div></a>
1110,<a href=https://www.zomato.com/bangalore/spurthi-foods-btm?context=eyJzZSI6eyJlIjpbIjE4NjEzMTk5IiwiMTg0MzAyMzMiLCIxODcwMTExMyIsIjE4Nzc1MDEyIiwxODYxMDc5NCwiMTg1NTEyOTAiLCIxODAyMjI2NSIsIjE4NzI5Mzk0IiwiNTI0NjAiLCIxODc3OTg0MSIsIjE4NTc2ODYzIiwiMTg4NTY0ODkiLCIxODgwMTU3NyIsIjE4ODcxNjUyIiwiMTg2MjIyOTgiLCIxODg3MTYxNiIsIjE4NTI1NjgzIiwiMTg3MDQ2MDQiLCIxODc3OTA1MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Spurthi Foods</div></a>
1111,<a href=https://www.zomato.com/bangalore/melting-pot-at-woodrose-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NDMwMjMzIiwiMTg3MDExMTMiLCIxODc3NTAxMiIsIjE4NjEwNzk0IiwxODU1MTI5MCwiMTgwMjIyNjUiLCIxODcyOTM5NCIsIjUyNDYwIiwiMTg3Nzk4NDEiLCIxODU3Njg2MyIsIjE4ODU2NDg5IiwiMTg4MDE1NzciLCIxODg3MTY1MiIsIjE4NjIyMjk4IiwiMTg4NzE2MTYiLCIxODUyNTY4MyIsIjE4NzA0NjA0IiwiMTg3NzkwNTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Melting Pot At Woodrose</div></a>
1112,<a href=https://www.zomato.com/bangalore/pot-biryani-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NzAxMTEzIiwiMTg3NzUwMTIiLCIxODYxMDc5NCIsIjE4NTUxMjkwIiwxODAyMjI2NSwiMTg3MjkzOTQiLCI1MjQ2MCIsIjE4Nzc5ODQxIiwiMTg1NzY4NjMiLCIxODg1NjQ4OSIsIjE4ODAxNTc3IiwiMTg4NzE2NTIiLCIxODYyMjI5OCIsIjE4ODcxNjE2IiwiMTg1MjU2ODMiLCIxODcwNDYwNCIsIjE4Nzc5MDUwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Pot Biryani</div></a>
1113,<a href=https://www.zomato.com/bangalore/thancos-natural-ice-cream-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzc1MDEyIiwiMTg2MTA3OTQiLCIxODU1MTI5MCIsIjE4MDIyMjY1IiwxODcyOTM5NCwiNTI0NjAiLCIxODc3OTg0MSIsIjE4NTc2ODYzIiwiMTg4NTY0ODkiLCIxODgwMTU3NyIsIjE4ODcxNjUyIiwiMTg2MjIyOTgiLCIxODg3MTYxNiIsIjE4NTI1NjgzIiwiMTg3MDQ2MDQiLCIxODc3OTA1MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Thanco'S Natural Ice Cream</div></a>
1114,<a href=https://www.zomato.com/bangalore/mango-tree-the-beer-garden-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjEwNzk0IiwiMTg1NTEyOTAiLCIxODAyMjI2NSIsIjE4NzI5Mzk0Iiw1MjQ2MCwiMTg3Nzk4NDEiLCIxODU3Njg2MyIsIjE4ODU2NDg5IiwiMTg4MDE1NzciLCIxODg3MTY1MiIsIjE4NjIyMjk4IiwiMTg4NzE2MTYiLCIxODUyNTY4MyIsIjE4NzA0NjA0IiwiMTg3NzkwNTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Mango Tree- The Beer Garden</div></a>
1115,<a href=https://www.zomato.com/bangalore/dessi-cuppa-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTUxMjkwIiwiMTgwMjIyNjUiLCIxODcyOTM5NCIsIjUyNDYwIiwxODc3OTg0MSwiMTg1NzY4NjMiLCIxODg1NjQ4OSIsIjE4ODAxNTc3IiwiMTg4NzE2NTIiLCIxODYyMjI5OCIsIjE4ODcxNjE2IiwiMTg1MjU2ODMiLCIxODcwNDYwNCIsIjE4Nzc5MDUwIiwiMTg2NTA2OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Dessi Cuppa</div></a>
1116,<a href=https://www.zomato.com/bangalore/halli-mane-mudde-oota-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4MDIyMjY1IiwiMTg3MjkzOTQiLCI1MjQ2MCIsIjE4Nzc5ODQxIiwxODU3Njg2MywiMTg4NTY0ODkiLCIxODgwMTU3NyIsIjE4ODcxNjUyIiwiMTg2MjIyOTgiLCIxODg3MTYxNiIsIjE4NTI1NjgzIiwiMTg3MDQ2MDQiLCIxODc3OTA1MCIsIjE4NjUwNjkwIiwiMTg1NTkzODMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Halli Mane Mudde Oota</div></a>
1117,<a href=https://www.zomato.com/bangalore/wow-vada-pav-3-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NTc2ODYzIiwiMTg4NTY0ODkiLCIxODgwMTU3NyIsIjE4ODcxNjUyIiwxODYyMjI5OCwiMTg4NzE2MTYiLCIxODUyNTY4MyIsIjE4NzA0NjA0IiwiMTg3NzkwNTAiLCIxODY1MDY5MCIsIjE4NTU5MzgzIiwiMTg2Mjg3ODAiLCIxODgwODMyNSIsIjE4ODU0MTA1IiwiMTg2NDAzNTMiLCIxODY0NTc5NCIsIjE4MzU5ODg0IiwiNTM0MDUiLCIxODgyNDMwMyIsIjE4NjI4NzgxIiwiNTY5ODciLCIxODIwMzAwNCIsIjE4OTE3NzY5IiwiMTg3MjI4OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Wow Vada Pav</div></a>
1118,<a href=https://www.zomato.com/bangalore/the-jade-kitchen-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4ODAxNTc3IiwiMTg4NzE2NTIiLCIxODYyMjI5OCIsIjE4ODcxNjE2IiwxODUyNTY4MywiMTg3MDQ2MDQiLCIxODc3OTA1MCIsIjE4NjUwNjkwIiwiMTg1NTkzODMiLCIxODYyODc4MCIsIjE4ODA4MzI1IiwiMTg4NTQxMDUiLCIxODY0MDM1MyIsIjE4NjQ1Nzk0IiwiMTgzNTk4ODQiLCI1MzQwNSIsIjE4ODI0MzAzIiwiMTg2Mjg3ODEiLCI1Njk4NyIsIjE4MjAzMDA0IiwiMTg5MTc3NjkiLCIxODcyMjg5MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>The Jade Kitchen</div></a>
1119,<a href=https://www.zomato.com/bangalore/krishna-vaibhava-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODcxNjUyIiwiMTg2MjIyOTgiLCIxODg3MTYxNiIsIjE4NTI1NjgzIiwxODcwNDYwNCwiMTg3NzkwNTAiLCIxODY1MDY5MCIsIjE4NTU5MzgzIiwiMTg2Mjg3ODAiLCIxODgwODMyNSIsIjE4ODU0MTA1IiwiMTg2NDAzNTMiLCIxODY0NTc5NCIsIjE4MzU5ODg0IiwiNTM0MDUiLCIxODgyNDMwMyIsIjE4NjI4NzgxIiwiNTY5ODciLCIxODIwMzAwNCIsIjE4OTE3NzY5IiwiMTg3MjI4OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Krishna Vaibhava</div></a>
